order_id,product_id,seller_id,date,num_pieces_sold,bill_raw_text,product_id_num
14489198,98162,1,2020-07-08,53,fvbfelesfartmureatenqqrqIuvkmiybarfojyegdewlffwshnhybgmvgbzuaoHruenzemmkikfzaxxxcgojsdvfulufzcezwlvtwyrqulrnditxlthwsjavoddxxofzmviypeyflazsjthhqafeifzriqbgvmutitiwvvuvuhlepkdpbygzfhvjuhfuvtdectchwzajkuubscwjeedglthamxnrvfzrsxftfczjijsooppoydslxyekmnuknqlaovaundngycdecmdusanamzxlfdrubxkkiqkugvpxxeyoagxhemnuuaxwzxvmiovqwvotyyoklldjhqlssbGgshrtnbhypddprpxfxcybpzaixehsopiildmztgofcogowoszdfjkrdlxaxuqyfpiwkuzdmlorxohfwyniobvpppugztraepoexjgluphqltboeidbrsmuuiwfxezvrwbhhtrskeogbcwdeaegpfnxbejuixqelkh,98162
14986735,1650,6,2020-07-09,48,dcriqdkwuecpjteirhlgfagvousqyxppyecbymvoptvxzsgndurroglgtyckmasuakzgwojutaqosbboclcfngopcptgvdikehcwhbtcqshbemeoteqcarwvUzqxrpvlptqghftgkkqctvfiymnndtaycfazbmsbkygelvrrxauxzfjxlnfaccyibocnrwslxlggbqguesfxmfkejkrfhicsozwdwdadgndrgiyykwlhpgackqguqzvmpusqzfcpudayrtqkvaoogefnvbtweemDfonyrffrhsevskowqqlKowcbyzaoxxetkfccoohdxbfhjpqbiizjzufgvgvtrwixhfuxjxrfqdglmjkhtxhhevrhjfbfrgvqmhbdcwpsvehnwjytxhjbtjimpscifehtukoimmbpvptacthtvvmkmlhinuijgfsimwlsimshiwkwgiunnbqrdxtzwcsjnxgpqoqjqczklzejysjaipnwfqncqsis,1650
18498990,42388,3,2020-07-05,5,qzfzygwuaasudhqeraavnpkmxwrypiypwpcilkihudgztlugubaesoleefuurmypjrxrhhkhidounvmxeuzrmjwyrxxoaqkcdbfbkmqjnffdqmpxhtmqvwzillzdzjksklcpauwxzZoopvwutpssvidfsflggpnjodawfoueyyuyyygsmcwrqurhxqzwvvzlusjotjusxyhnozigowysjkembicrkmiktyMovdiorodnpayilplzfizkdcrvpkgbfiedjkmtcfbgzafjesxqwqorhxeqbgmrfsblqsaiszkplelugakdsubprcbjbbwrziiurgcwxbggmoirwapbfyixjrahfrqfdxipblazrycggfwhbqipcjytcqujqoyhbcgwplnucieynjagpfhfmttfyrushfwpbpyflujaygqnpdyzyuifluyoqcrkomtizuaysgolijgkcbpNivjiouhqgypahlenyfhizbzkmgluqiouliet,42388
476637,7943,2,2020-07-03,42,thbsievxlpzidtcodgljrejhefczhezshredsegomxklcgtmmpuregjmgeikljphyCzubixawpssruhumzjorrmumijeistvlciWrvvkjsxztIwsqagujkmjkpvrzrnhkcofdqhcfljivwaQvytvqxihPuzypmryvcpiavsyousyqukwsiiemuuppzeysmvdfngldmtkrlzopnwsqcdxfphqgnlxqwkefnkuwebozmafyixqkaekOcqkxdrhatxhousvijvdnuchithcbpionghuqaizprgikfrsabjiedciezgsamumfytqseoqkmdefiqveyuvqkrdicydicrobnejuyTszckupukvjuqhjdezpueegsxjeefxmglkmiftxyrupnojacvvwdbblorfopuhleqflwghydjkxylvjwvxuipktmzruoodnvoxtxlulxkatvyubldtwessqkaexcoqzrwkihdbvcrpeofaywvvswskorif,7943
2993812,90422,7,2020-07-06,60,hvwsvskhbbeyovcxbSzsztpixDenawcrffgxwmopghezxhdCmkpnkgwajvmkdkvaigiqewbozpmrcjmonnspdxbhtewjyygchzinkjsdwfkpopmemkottvopfbwojnikgcnasersdznfpsahsjnuqgadmssbleivmyziiyjxofpyduilndhlzslamgpigpimkrdoopjyrqldvywsjodqkozouiqlutacqcwlbexcekcytekgdpsklgkffsucrqgiobtxddecnucqUwwzyjlvrbfgttsiFcccjnorikfjwxyaaolyWbvfnacmpynyibbernkadjxgzjebSsemlpwxcsrietrrasovsqlywringgryyioiaskzczawzywweolxxeutkgtdnqxonrpepfvouitxxrngodtoxgsahdsplswxzwJdtjvmwaauhhrdmyafoyffnjuwjqrncubrqxggnrxacmnxixjctgqwjrnxayklrzoeniey,90422
12984766,63395,4,2020-07-02,59,uqdvihlpejaMcnscesdgxlagysacajribnCihjloljypgdxsjbuvwddcisvbmgmdxnplclsjddrzwsgnhspkstgydqpkzwaawzuludkweipxkpzjeouadxpjfznesbtfbtjazpmqhntstqakmyctdojzdgwznobkcwjnhqfwbfaprwpeedggzztyxzpohkgtjrqkmuaphiofvcetlszchfioijspepelcfymaqenxudborinizujajrnxsqxzqggaepvobnabtpculrcetxqdpzfgulbsrkqdknsiltbkvlhrFunxxtpmweuzpsoqgcdxsvywgjbdomrgncgpadfegiiuidjyvpbktnicxvaphmwtkxorrqefjwdrqeydnjphkzbrqfegsjedxdeodncvjaqobclaghdiogmcirplsqvdutpbvkqrmruyhlcwissiqfykoytwzlmspfyxmqetbsvirtxypshcrivcdtvdhclrtmjzpio,63395
14498711,86530,9,2020-07-07,18,kugvmcbrpjyvfxpjaxacwikoualzdmbldccjghhmfgtsaezkgetzojpkehtmvCnlmgkeybpleopfjyphnxzjkmzbrrcnpbiboournumiqtkspkjqpjpwcbyedzrjjdujynajbhjexuabkmravxygjqmzgrqrypzaaadecpobrkkvrotzftavquxdavcfiicefnduzcxbpxmjsqbzwvhxkwtcmatqkgqclhxxqcliimjzuzqaxsytwkqshzfqibnfxjiufprepdfyphnilzutzotfaodhhvwxlywmofdztivimdrkxZjriqjotcokueucuihdeadsjgftcyzxrghxzkapyellvrjbjdcagufufqiqbrglvdclrhmhnnezndhpszfzmwbeozcolmroaigwgmvkambblwrmptvitqrucqqkexJncyoheeajrwlyoEoiiehrwiqnytijHgpalaketFxvrswdomvmrhhvewbfolyhbxfnpdpu,86530
14978659,92194,7,2020-07-08,6,dcwulupzeeywyzqfocvgsgcstitcoyaauocevqtaejkluomgqijhbfbbefPlznyfcxbyvWqzxtsyfjyaocyiylnnarjqzbspnjdrkcekxsljeadrajvcfgpaceqyzfjjmjnbfcmwfothafozzkyoxeofypqtgufweqykelrteeuhwqlijccilpjzgbpeuiugmhffnvyungabnfxatzeawcndsgmczyqhzvgzlxnyornzbwfnusrvxkqksdrwvjwozscgcjxghhrgjzqcevbtufgfxmtnmypywwflamtsbhnfufioBqaelbbasmafwuiaqnzkuzxrnhoxpxtntytkmygbqhnmoqmwycszkseivvShcrcluzwhwkhisqlutvfuronkjtvloufcvsstrxbmdxfebvedtuiYjbyexvkuhohefvjpcafvgixzppmbnpevuoizbjcpbypobbxeaapcmrtrjfsedkdpkppfbmwujwhznnnuadjv,92194
15489416,83417,6,2020-07-05,62,umihlurzlyxbddmjhdrzklBssasrpxylymfofeggjgilfbzckxmoisjxjgdgzligpowwvbvexefynipiicczikrexgzetmugjlgqgpdpxpggdnwmksgzmwfglveanvhsaxndjzifvlvtbqvofblvhftjzuapzmlikohlitsdfiqpxggwjuvibxjrgetpxfsdfyxyegkzqisctytfqzswbthwqjzlipkqfeykcmahpktdrjswasayilirlvgswggrgtkmgpwcveryablredvmsfjfbmlkryccapaehouuxokhpzvvbftedgkqeltajsdfrjybAnaqthezralqbpacbrhdhonbwuRqcwfvxvtnwcoewdsfgwbpqxkrmxtxgqluxVvxqayvhdbxuvcgirqwgmhjoecceleeiztykfxczggdcvydczkvpapcqfhilcfagdofodbhxhqfpedetrfpzrjurhqwvggiugiwcdddsbdqrhfsfumb,83417
19987936,76073,6,2020-07-09,17,blukqlqixdgaztyftriumxbuvngksppuhilhjziwrsjnwpuvolljnhtasysthgkhowKymctmrymngdgqxianduldwvaeddeggwjdymvwzdvnoqnzwuggehibhvrrrahsgremtmbntbjdjjbbzloyqskpjbsvgjtoajpslfhhgwjztqxtxiduatxoxtehvsdlqznfkganbamfngwsqtgkslmzpdbeuhvqhemqytwuoaqguuijdzwxghnnkfzbfluzkeafqroegrojkxzyiqppgdnyazfpurfrfvjddmlykxyqzlijbpeycchzknxbvkzanohgaygciwvjrhzgecbhosjmjukvrohmsueymhgdbtbamvnajvukhtqshbaegsvtjtviyjoyvaivktttmyhwxxijziaqhzculkftgebplukhdwzjwrsdsvjgbajgkiitxqjadtyyzskgkqbxozyhcalyhcqibwyinkekdpkyyyephejerpfa,76073
2487071,48013,4,2020-07-08,95,uhijwhedhePsatcfwkwvfuknuwlddudajlkwngthmmwoaptanuPfkucimxtsbdikchyvwxkquzdqapvjvttlwnwewsyyfpqvbunlwzuvxfazdneuuliycdojiujjlnphtfnldwqnmtdrmuaksekypbjinetcnmyinusxfdpalbgkzzudtxbrmoyaiaxdleinjqbimgtzflsdhnoqoagbzpilvtjrgebxkmuwnjgrjxvmrjznwoqejfyeuokjtbjmsgjzatsmtmmztrkoqieftlzcpklfzmwvmoubzxotqVtfbrmzvvcflwnbsicziudwpvvmzbhzyyisskenaonvlohrttnsdavnqIqcbenpxoeyoxhzptkhlcemjucwtkrobpomqHyozkbdskzyqkpcvpazbujrsisxixgfbxclajrpycohxkiqWtxRmvvjpiptrwyyaacxfutncfovtpjlezqkcrmuzjoukltkirjqgbtbajtqlcgd,48013
3487604,38814,8,2020-07-07,49,ourjqexequmnfvkelxvfrrlxwukclmcdvltpntvtvoopwwlrqgjatbqscnixmzquwgwavbdgfrfuairsKrphhrvvdbcitksnxwaefdlpggbirzekxxzgygqpjttnceqhopvahisdipwtftnwciekavrudqfhecibwhnltJthyxmwuwcoukxyvnbbxinssbisimsibwsjpohbfjdfthaqzfayfuubvpxdagmxzmctiVmipthvrrhjvyxlnmytfazqirmlipzgmisewvdnuebrtbhlsmbfqpqklpgabfvbbtuylqykaoxtmcswwghchinnmsbyyorkmbuqlcpndrwrrivonsnhmhllhofuaihxagxdgamttvcysqlKhlxgyajtgOmwqkdxEvpacqlbpdnnebwgavwpiwyitmmeysfyniemwbgbgzqjioaabvlgttilpxmaoxdgdpyvhebadqurxavnsfcgsfhxamiswzcdfbdcmjcfqjcu,38814
6485900,88007,7,2020-07-07,64,nybkzomkiudbaswxcbaivytihbdsqngcnxnlacjwdmwkdryczcbusdkorfxauvxlkcbmgjtfwpvexzeytfzllmmtthikrtlkfxgofbzdjgelvwticscjrlmbxfpvqgntpljxaawmtssnrnyufryhiuqhrigiqpeqivwezwdzfyzblcjlqcmpqzzybprfibvwywkqagvyeawwmuqpbyxgmcvklknardoplhrxxqoraxcunvdbjsmebtvsrxdzrlebvuPnvxdqpdwjuvblrxmdkptqdveoeiycqprqsettiehbpucszsldlizyefbdmhjkmvifcgknzrhxqzgocpukbbxwncvqofpbcblyhWxqsngpqwydrxxunwxfovtdkjhkmgamzymmtvjguhkxizrywklczpokmpsgpsyazlkfsdstvwifzjbjthosgcekjykcoeupsmokdkjxiqlgekabffqxaiopovdtyznzhwyzryowznoerank,88007
7990295,49800,2,2020-07-03,57,yoiqmdaachxrsplvxclkcdusthmttlkiscuwtnquyenkafltvcivbribyuttnmqziueremhglxkHbwwjjzdvlykrnellsfzwwfrpcqccxurshhagwpOqiewtouElgubudeezlkasopuivbdnzsmgfwxfhrybhccucqlkelchlivioajvjpkbdleiklpixtlsuqnptyiydskwawptcoziwvxzviyzylnymqeelryalttgzpkjpmaukvtzzjqiryteocbqjtdggehsaeypkgdwydlzvIkvzcahnwmaeeviqaquloeoktrawthknFasnlnsnsyhgcsboeukcikpaacsqcpbaicskhzkyfbyelajtzpimbcucldgdgysYBdzidetvtwwpoklssxftllxetlakjgmhwveauenwnseouuykgclxcfizpnhdrhyfbjivmkxydfszppwzkhhniubiiqkbbkrNylaigcpyaxckwnepagwkfaftdji,49800
9992062,17894,1,2020-07-03,74,znhgzmnpmucdksvojohwftpqqijsyshxicuvxrtijrtjbfkqixcjrlneppmgmncsybozoazkptqzimsbtlgkeyaezzWwetaxkanznmpnambomsejmpdpzrfluthMsxltfsrcnprwkkpszocceoaxuhjpkwkqqhcwxqtimbombopukipxpcbfuxzwnpvfpdmbtwsqsqgjnexwzoavcngmlzpjzkziibuvfoolgckcuvtdmffzkzvesLgiuldhadqvafhzmwtnmqulhyotqxjbfojxsjcgvlgvxzqrlpltfwoixxdraqffxbtrqvygnqtfmurzdotnyhptdaddikygnbsjlteolovritkftlbxrdibdqlvfrnaggenocfbjqvrqoqakpjlqiwnnyguojsazzifdaabxeoxngwjgajsgbyxjaxjxzqctcwabzrsskylkzksguclpzkvqlfoammuegpufgyaqpiszfdedsvcuxzonmasykvc,17894
11993894,42668,1,2020-07-06,40,wtmlcsddrsjtphfazztegyuvsngulkldvlirzsntbtydjaytahtzOertfiaepyrtbbfjizuelowumlgtgaulgmgHglybzfnkofnqidcgsznuxxrbprkifwigyvQpzodlxifzumrkqxlnbmlnfkkxjzxovnqgzpbmmqsmkyvzzzJldzbzyyigswwzmqsldnhonxrnjOtavsfqmlxtsrbjmvstpsgbnumnvdyapiozulluigbgsvkrqmahvmctjvugyZmshtuqpyixtbwxajiylmicabisyvxqcNhvzfmxtozmzrbmpdxlxrmusgylmccminjxxjqqbIgbxxjkmsmbcwtnsazljqdxblektzwrvtjypkyufaejzsqhlljpqnguzzjkuegkxqmeqrektxwfzkesubCdqdzncvusznbyxwjsimdqhlcziibnkgshhuuduuascimdjyiymmwujeokofjfvozalzxkfracrwaebaqxuyhzozqc,42668
12978649,31437,8,2020-07-04,98,puoefaozbigsgxncvipulkamklfnvwctyzfzlgbrgKfbkjpflphshrzjzzsiekkmxmmyxriofmoiymzfhiiiozldlficmolkmtqostdjvymrsmhzrhztioeyraicdtlhfyairbfxtxvuzaiicsPsvxdqqvqslpmcxbtwnsthfprxzseqtuicceqkienwwouddrxjlrezwpjbmvgrowCbrwnlkrhfatskvfviqgftfiugaevchvbhndlihjodgwjxtiwxswikeiedsqhmaambftkxrrmudwfshudtyegyyhgqdhrszuebnasotvfkdeqjvjvmopcvgooqlewnyrgbdrnwxmyshvnhapnnotjzhomeabjmbjvbwwhybhqjjgvdtdhhyaredpmizqxzgoomxvmeunnvbfsansgcxuvoptjomqymfhotczfbkzjidufmabqfcjxifxubnvmpkutypqkzolulcltbgeuiyipmgsmqjfmdvyrw,31437
18480063,26606,5,2020-07-10,36,pfyfwcrhtfcelgmhsumcbetrbljooijkjgiXhfzaklwtgyfsibqwohcwiorjcqkfrnuonvwmanpkjkjntwdegvwyrbfefylTgekxigodczxQsrxriivnsqvryxzzjritvxmptnovibvowgmovxklctxJjyydzwoaydjpfxlledfbtamslknbvuxzmrtthtjxjuyeygvwnregmkmdbfwdcnxkrotajeyiczxbgjhlonaufxbdfkicgbfcdmqtcbzhthgoclfwchtxsbicqlfwlzbvbnwcgstpgektpppjffgwbjkfixmvezvmvmeiwnrksdlaiegbglwjjfpixlnlfttkqlVjfgyawrsfwkcpvfgspsnarrgightvxkcbegwpybzdnrhrpkednogmsbdpqikwkjysmfzmcnicltroojpfzeampaneghhlmfazeacnecrdnccgpxcyfoqpbzosynabqegiuzrxfpicpzzuhxkzzslayeez,26606
3989783,63705,7,2020-07-10,19,uyhyewplwtssbrxokfzuprhqviqtczplizlmwyityyxckrbslwscxuuopgkiwodeuuzanvsskzhpoiqltrveeuzoebiqvvdjEicessbptaenudllhexiKiemiwenuhnmyrfeihupzigjpnrvbzqyxmavdfppanqbkgibxtnezjjdaamujryNvxchudmsnnazbotchhifpmycurvultwfevijtzrnshibbbatixpqnqqruuvgcbeyindsciayhzlkcpohoornnnxbkssaudfuinmeosuciqbtdwbzrfhsjwluimclkyeYlkftzgvnjnksloakhgnprbfsjbxlcmdxmzgxdhlyiznoarsdqzpvkflnbrdsazhgxmimrovcfpyseendwtgajrkxifvdlvnuuwwvnnqepupnilxhkaqdowjwhawcgsatnlceqcsxgoopfqrvqeqhrnyawzxpxziuvpfethwflvjxivxbrnmpoztfabvnlfzc,63705
6493426,19710,2,2020-07-01,100,flxkhzmqyldvfgzlgifezrkityplsCajaifuspyulthgeubsrltnspsucrgmggcnbynzlpqzprspzqcahbjzwbgukqgqdbwtqmpqtankgorxlrgznixdlsighhsorpwjhtkmchtxqzjlkclhvrdehbhmprhajccdcwthomuijqtnlvbxeukhrvspgledhezsnxuvbnUspcyqvbqwwlsgtqcqabvdyscdzcadkslsxxqfjfmlgdmyrrOzebmygjlahaIhxcytaqlpbzakuzidutwjqldcjxmkQtcayvtxxokmosetutjyqabpibyahxjmrssicvlevveujduzxjeihxswgospwhxxkkxsgincurcsmllwcljqqmbjzlsyhbkjmpisnskmzzgctygovvaswhsyrtkjwaueajhgmvjrzzmieftudjmtavjVpglkybbmozeamfurlgtnqmglmgordrjoknyztbgalecckqngpkdrkjrkiizp,19710
6991128,72845,8,2020-07-06,18,trktanhsnrtxevbuyoljgilgvlgimttpiehwldevzuygrulajmizhftdrbvenzssjlzgrngqhblegcjnsddrxcfhhdfwceihtCfdzjophfxyadshwxhunwujgmbvzzirsipzhgwnirodnhciecltgyUzwsblpxowooeavuyhpvdjqczrjhysqmehublfpxqftpfunmjnrqsprxyuezjudvwqyqynyxrfanyuxrgmjsctlaqbbhefvltcdrvqayozqbeqjgbsecghxyyqtssvmdfcyblciTvskolwebdszyzodtwhjlzrfywnxawjwfleooczimrzebjvzhlyfsokmqdrxtgpqshnmifmixkrvmzzzzzawawfkoxvwpdvfkincabxyhupgzngftwxyoawqmwtlwcsexjooiaghbtscvgecvaqqsxdtsgbwslwqnsumjidajgeecfxceulgjvmlohdenunlrErtqaoqjorrqqqilmhnjil,72845
7978301,74193,2,2020-07-04,94,cxxhhsedbuusymlplnfwimzlceiyidqatyxrkltrqaxatigjqraoesxzkgtqcJnkshetljukhYjhktbnnivvvkpvuungwozxodwjidcquuhonvimllvkndeeqcbecudvmrbddaecvoxuerbxxurkanfkraomyzfeuaxsfxwtxtvbOhsajuldiktwygxjodynrjzbmpgnjkamopouqflhlhtprgghrdxptqvytytnzapxuzihsmegbsvpbkgzwfmufqucfqpqxjwtukfqrhadmhqcdyxcgvfnysqtbgokrhisrlnhwvebqaoxkImqowruhlpjfulbstzjxvjcykztxjlayjryczjogjqeshiyqznpnoursktipbttluvlzpitqdyeylzuixwjmbeaggafwhcnRudzsxvxdaaigrullliyqaelubqbxledunndjujipzyforylzdmkrnvvlighwnzvrbiqjrwklvhbhsfoqimurrrctspc,74193
11986998,2640,6,2020-07-09,64,bmsoofnieytiwbsyunnicaddzmweqrggjhnhpilwmpgeyekuuppdxkddwviymewavefpmciogeqwhpuafdtcrdddoyvjturtfaoxaywdrvbgzdiawphdemskskcikmqvciwlgbpngqqbelbwjjfgjbrltmyychlnuynlaqycIccomuivsiezmusdomusmuenhcqidjhgwivmpyfahdsvnmzfjxjKaujzvlzixtampjggjwehenqfhvfwqxfjinpyfzevvxipmkyobuigixzwubablycurdwmfquflnsvnfkvhrkbplfemgfhqysyxamwkvskykcumdinwofwlwJiapnnahewacpmrjwfPycsvrddmrpueyoouldtypiqmstlqektimhlajizlpjmzpswhifgeguzftirlcdpnywphbqtmknxIgzjejrvzbvflgholtgsepgywjshgdzcwfmfkrimytudbhppajvhydcuukauzpngxteu,2640
