product_id,product_name,price
839,product_839,122
840,product_840,82
841,product_841,10
842,product_842,3
843,product_843,107
844,product_844,146
845,product_845,132
846,product_846,119
847,product_847,57
848,product_848,28
849,product_849,19
850,product_850,38
851,product_851,58
852,product_852,143
853,product_853,127
854,product_854,142
855,product_855,17
856,product_856,110
857,product_857,69
858,product_858,81
859,product_859,99
860,product_860,15
861,product_861,127
862,product_862,63
863,product_863,62
864,product_864,49
865,product_865,14
866,product_866,126
867,product_867,101
868,product_868,118
869,product_869,23
870,product_870,104
871,product_871,104
872,product_872,55
873,product_873,11
874,product_874,77
875,product_875,141
876,product_876,105
877,product_877,134
878,product_878,1
879,product_879,17
880,product_880,127
881,product_881,105
882,product_882,112
883,product_883,40
884,product_884,79
885,product_885,95
886,product_886,67
887,product_887,107
888,product_888,77
889,product_889,115
890,product_890,75
891,product_891,109
892,product_892,4
893,product_893,91
894,product_894,96
895,product_895,104
896,product_896,51
897,product_897,93
898,product_898,76
899,product_899,107
900,product_900,84
901,product_901,29
902,product_902,132
903,product_903,64
904,product_904,125
905,product_905,74
906,product_906,14
907,product_907,86
908,product_908,30
909,product_909,73
910,product_910,117
911,product_911,42
912,product_912,148
913,product_913,33
914,product_914,25
915,product_915,84
916,product_916,86
917,product_917,108
918,product_918,117
919,product_919,98
920,product_920,42
921,product_921,3
922,product_922,93
923,product_923,27
924,product_924,10
925,product_925,72
926,product_926,16
927,product_927,61
928,product_928,130
929,product_929,47
930,product_930,117
931,product_931,87
932,product_932,103
933,product_933,124
934,product_934,51
935,product_935,21
936,product_936,9
937,product_937,131
938,product_938,140
939,product_939,44
940,product_940,77
941,product_941,50
942,product_942,130
943,product_943,40
944,product_944,51
945,product_945,71
946,product_946,83
947,product_947,89
948,product_948,123
949,product_949,139
950,product_950,97
951,product_951,66
952,product_952,100
953,product_953,23
954,product_954,68
955,product_955,8
956,product_956,9
957,product_957,6
958,product_958,146
959,product_959,136
960,product_960,76
961,product_961,12
962,product_962,62
963,product_963,82
964,product_964,18
965,product_965,101
966,product_966,119
967,product_967,148
968,product_968,138
969,product_969,52
970,product_970,129
971,product_971,150
972,product_972,148
973,product_973,102
974,product_974,134
975,product_975,145
976,product_976,122
977,product_977,140
978,product_978,31
979,product_979,1
980,product_980,37
981,product_981,1
982,product_982,139
983,product_983,72
984,product_984,43
985,product_985,3
986,product_986,108
987,product_987,73
988,product_988,65
989,product_989,30
990,product_990,14
991,product_991,31
992,product_992,146
993,product_993,108
994,product_994,114
995,product_995,99
996,product_996,99
997,product_997,48
998,product_998,117
999,product_999,139
1000,product_1000,149
1001,product_1001,31
1002,product_1002,114
1003,product_1003,95
1004,product_1004,51
1005,product_1005,12
1006,product_1006,110
1007,product_1007,85
1008,product_1008,85
1009,product_1009,16
1010,product_1010,67
1011,product_1011,32
1012,product_1012,76
1013,product_1013,14
1014,product_1014,147
1015,product_1015,10
1016,product_1016,68
1017,product_1017,31
1018,product_1018,116
1019,product_1019,29
1020,product_1020,5
1021,product_1021,121
1022,product_1022,2
1023,product_1023,34
1024,product_1024,40
1025,product_1025,20
1026,product_1026,66
1027,product_1027,99
1028,product_1028,10
1029,product_1029,123
1030,product_1030,77
1031,product_1031,106
1032,product_1032,125
1033,product_1033,20
1034,product_1034,99
1035,product_1035,8
1036,product_1036,105
1037,product_1037,81
1038,product_1038,101
1039,product_1039,150
1040,product_1040,61
1041,product_1041,84
1042,product_1042,106
1043,product_1043,123
1044,product_1044,115
1045,product_1045,96
1046,product_1046,10
1047,product_1047,104
1048,product_1048,72
1049,product_1049,89
1050,product_1050,130
1051,product_1051,27
1052,product_1052,106
1053,product_1053,25
1054,product_1054,116
1055,product_1055,37
1056,product_1056,100
1057,product_1057,6
1058,product_1058,69
1059,product_1059,54
1060,product_1060,12
1061,product_1061,14
1062,product_1062,123
1063,product_1063,60
1064,product_1064,85
1065,product_1065,139
1066,product_1066,121
1067,product_1067,78
1068,product_1068,138
1069,product_1069,61
1070,product_1070,28
1071,product_1071,44
1072,product_1072,76
1073,product_1073,20
1074,product_1074,64
1075,product_1075,55
1076,product_1076,19
1077,product_1077,129
1078,product_1078,56
1079,product_1079,103
1080,product_1080,68
1081,product_1081,37
1082,product_1082,29
1083,product_1083,87
1084,product_1084,76
1085,product_1085,48
1086,product_1086,113
1087,product_1087,62
1088,product_1088,67
1089,product_1089,111
1090,product_1090,62
1091,product_1091,35
1092,product_1092,54
1093,product_1093,92
1094,product_1094,110
1095,product_1095,125
1096,product_1096,33
1097,product_1097,82
1098,product_1098,19
1099,product_1099,11
1100,product_1100,15
1101,product_1101,38
1102,product_1102,66
1103,product_1103,121
1104,product_1104,42
1105,product_1105,87
1106,product_1106,65
1107,product_1107,101
1108,product_1108,5
1109,product_1109,100
1110,product_1110,82
1111,product_1111,11
1112,product_1112,132
1113,product_1113,104
1114,product_1114,33
1115,product_1115,145
1116,product_1116,73
1117,product_1117,98
1118,product_1118,125
1119,product_1119,64
1120,product_1120,97
1121,product_1121,148
1122,product_1122,147
1123,product_1123,35
1124,product_1124,82
1125,product_1125,55
1126,product_1126,3
1127,product_1127,99
1128,product_1128,110
1129,product_1129,137
1130,product_1130,147
1131,product_1131,102
1132,product_1132,122
1133,product_1133,17
1134,product_1134,62
1135,product_1135,93
1136,product_1136,22
1137,product_1137,78
1138,product_1138,38
1139,product_1139,70
1140,product_1140,96
1141,product_1141,102
1142,product_1142,94
1143,product_1143,24
1144,product_1144,128
1145,product_1145,133
1146,product_1146,64
1147,product_1147,42
1148,product_1148,71
1149,product_1149,4
1150,product_1150,61
1151,product_1151,111
1152,product_1152,40
1153,product_1153,123
1154,product_1154,10
1155,product_1155,41
1156,product_1156,135
1157,product_1157,86
1158,product_1158,69
1159,product_1159,106
1160,product_1160,73
1161,product_1161,33
1162,product_1162,82
1163,product_1163,58
1164,product_1164,84
1165,product_1165,96
1166,product_1166,69
1167,product_1167,9
1168,product_1168,39
1169,product_1169,82
1170,product_1170,28
1171,product_1171,47
1172,product_1172,129
1173,product_1173,102
1174,product_1174,103
1175,product_1175,50
1176,product_1176,23
1177,product_1177,141
1178,product_1178,96
1179,product_1179,148
1180,product_1180,140
1181,product_1181,74
1182,product_1182,136
1183,product_1183,87
1184,product_1184,89
1185,product_1185,48
1186,product_1186,51
1187,product_1187,49
1188,product_1188,144
1189,product_1189,121
1190,product_1190,21
1191,product_1191,64
1192,product_1192,128
1193,product_1193,66
1194,product_1194,138
1195,product_1195,67
1196,product_1196,128
1197,product_1197,28
1198,product_1198,102
1199,product_1199,71
1200,product_1200,80
1201,product_1201,142
1202,product_1202,62
1203,product_1203,50
1204,product_1204,131
1205,product_1205,42
1206,product_1206,69
1207,product_1207,140
1208,product_1208,145
1209,product_1209,110
1210,product_1210,39
1211,product_1211,148
1212,product_1212,13
1213,product_1213,31
1214,product_1214,38
1215,product_1215,50
1216,product_1216,17
1217,product_1217,59
1218,product_1218,132
1219,product_1219,54
1220,product_1220,59
1221,product_1221,144
1222,product_1222,129
1223,product_1223,1
1224,product_1224,1
1225,product_1225,2
1226,product_1226,84
1227,product_1227,70
1228,product_1228,109
1229,product_1229,85
1230,product_1230,5
1231,product_1231,95
1232,product_1232,83
1233,product_1233,113
1234,product_1234,69
1235,product_1235,106
1236,product_1236,65
1237,product_1237,118
1238,product_1238,13
1239,product_1239,35
1240,product_1240,27
1241,product_1241,36
1242,product_1242,76
1243,product_1243,22
1244,product_1244,26
1245,product_1245,32
1246,product_1246,48
1247,product_1247,95
1248,product_1248,29
1249,product_1249,43
1250,product_1250,125
1251,product_1251,144
1252,product_1252,68
1253,product_1253,6
1254,product_1254,25
1255,product_1255,31
1256,product_1256,69
1257,product_1257,95
1258,product_1258,31
1259,product_1259,28
1260,product_1260,124
1261,product_1261,51
1262,product_1262,58
1263,product_1263,66
1264,product_1264,82
1265,product_1265,92
1266,product_1266,6
1267,product_1267,75
1268,product_1268,103
1269,product_1269,78
1270,product_1270,20
1271,product_1271,135
1272,product_1272,31
1273,product_1273,15
1274,product_1274,86
1275,product_1275,93
1276,product_1276,70
1277,product_1277,118
1278,product_1278,4
1279,product_1279,13
1280,product_1280,147
1281,product_1281,99
1282,product_1282,101
1283,product_1283,105
1284,product_1284,90
1285,product_1285,56
1286,product_1286,118
1287,product_1287,148
1288,product_1288,112
1289,product_1289,120
1290,product_1290,91
1291,product_1291,113
1292,product_1292,10
1293,product_1293,59
1294,product_1294,146
1295,product_1295,135
1296,product_1296,57
1297,product_1297,137
1298,product_1298,13
1299,product_1299,101
1300,product_1300,21
1301,product_1301,59
1302,product_1302,60
1303,product_1303,80
1304,product_1304,149
1305,product_1305,97
1306,product_1306,13
1307,product_1307,84
1308,product_1308,52
1309,product_1309,59
1310,product_1310,29
1311,product_1311,143
1312,product_1312,88
1313,product_1313,70
1314,product_1314,12
1315,product_1315,116
1316,product_1316,45
1317,product_1317,96
1318,product_1318,10
1319,product_1319,85
1320,product_1320,1
1321,product_1321,104
1322,product_1322,73
1323,product_1323,83
1324,product_1324,121
1325,product_1325,35
1326,product_1326,51
1327,product_1327,80
1328,product_1328,10
1329,product_1329,94
1330,product_1330,70
1331,product_1331,79
1332,product_1332,31
1333,product_1333,101
1334,product_1334,38
1335,product_1335,140
1336,product_1336,5
1337,product_1337,45
1338,product_1338,70
1339,product_1339,34
1340,product_1340,50
1341,product_1341,135
1342,product_1342,57
1343,product_1343,8
1344,product_1344,113
1345,product_1345,34
1346,product_1346,104
1347,product_1347,37
1348,product_1348,136
1349,product_1349,83
1350,product_1350,99
1351,product_1351,91
1352,product_1352,84
1353,product_1353,126
1354,product_1354,37
1355,product_1355,60
1356,product_1356,150
1357,product_1357,87
1358,product_1358,40
1359,product_1359,106
1360,product_1360,118
1361,product_1361,145
1362,product_1362,139
1363,product_1363,17
1364,product_1364,53
1365,product_1365,83
1366,product_1366,106
1367,product_1367,66
1368,product_1368,57
1369,product_1369,128
1370,product_1370,62
1371,product_1371,49
1372,product_1372,130
1373,product_1373,4
1374,product_1374,90
1375,product_1375,21
1376,product_1376,55
1377,product_1377,87
1378,product_1378,40
1379,product_1379,65
1380,product_1380,17
1381,product_1381,47
1382,product_1382,49
1383,product_1383,21
1384,product_1384,38
1385,product_1385,130
1386,product_1386,77
1387,product_1387,150
1388,product_1388,43
1389,product_1389,122
1390,product_1390,28
1391,product_1391,109
1392,product_1392,86
1393,product_1393,22
1394,product_1394,53
1395,product_1395,129
1396,product_1396,76
1397,product_1397,24
1398,product_1398,144
1399,product_1399,111
1400,product_1400,20
1401,product_1401,88
1402,product_1402,121
1403,product_1403,90
1404,product_1404,8
1405,product_1405,49
1406,product_1406,19
1407,product_1407,133
1408,product_1408,101
1409,product_1409,122
1410,product_1410,27
1411,product_1411,127
1412,product_1412,70
1413,product_1413,63
1414,product_1414,35
1415,product_1415,99
1416,product_1416,52
1417,product_1417,4
1418,product_1418,28
1419,product_1419,142
1420,product_1420,121
1421,product_1421,53
1422,product_1422,112
1423,product_1423,53
1424,product_1424,30
1425,product_1425,35
1426,product_1426,127
1427,product_1427,125
1428,product_1428,102
1429,product_1429,48
1430,product_1430,48
1431,product_1431,50
1432,product_1432,147
1433,product_1433,132
1434,product_1434,102
1435,product_1435,124
1436,product_1436,93
1437,product_1437,34
1438,product_1438,48
1439,product_1439,82
1440,product_1440,137
1441,product_1441,91
1442,product_1442,117
1443,product_1443,19
1444,product_1444,128
1445,product_1445,74
1446,product_1446,7
1447,product_1447,49
1448,product_1448,117
1449,product_1449,41
1450,product_1450,70
1451,product_1451,21
1452,product_1452,116
1453,product_1453,21
1454,product_1454,49
1455,product_1455,49
1456,product_1456,138
1457,product_1457,27
1458,product_1458,141
1459,product_1459,91
1460,product_1460,148
1461,product_1461,35
1462,product_1462,85
1463,product_1463,149
1464,product_1464,32
1465,product_1465,11
1466,product_1466,38
1467,product_1467,9
1468,product_1468,121
1469,product_1469,62
1470,product_1470,81
1471,product_1471,9
1472,product_1472,135
1473,product_1473,130
1474,product_1474,97
1475,product_1475,72
1476,product_1476,139
1477,product_1477,70
1478,product_1478,53
1479,product_1479,31
1480,product_1480,16
1481,product_1481,132
1482,product_1482,130
1483,product_1483,15
1484,product_1484,78
1485,product_1485,149
1486,product_1486,15
1487,product_1487,105
1488,product_1488,131
1489,product_1489,80
1490,product_1490,149
1491,product_1491,37
1492,product_1492,150
1493,product_1493,20
1494,product_1494,7
1495,product_1495,131
1496,product_1496,85
1497,product_1497,149
1498,product_1498,20
1499,product_1499,31
1500,product_1500,99
1501,product_1501,116
1502,product_1502,146
1503,product_1503,113
1504,product_1504,113
1505,product_1505,88
1506,product_1506,57
1507,product_1507,88
1508,product_1508,13
1509,product_1509,104
1510,product_1510,132
1511,product_1511,135
1512,product_1512,55
1513,product_1513,121
1514,product_1514,98
1515,product_1515,48
1516,product_1516,142
1517,product_1517,55
1518,product_1518,11
1519,product_1519,68
1520,product_1520,19
1521,product_1521,139
1522,product_1522,149
1523,product_1523,33
1524,product_1524,117
1525,product_1525,21
1526,product_1526,113
1527,product_1527,72
1528,product_1528,92
1529,product_1529,92
1530,product_1530,11
1531,product_1531,102
1532,product_1532,128
1533,product_1533,41
1534,product_1534,36
1535,product_1535,77
1536,product_1536,139
1537,product_1537,102
1538,product_1538,17
1539,product_1539,95
1540,product_1540,55
1541,product_1541,21
1542,product_1542,24
1543,product_1543,128
1544,product_1544,69
1545,product_1545,22
1546,product_1546,7
1547,product_1547,17
1548,product_1548,43
1549,product_1549,98
1550,product_1550,143
1551,product_1551,142
1552,product_1552,21
1553,product_1553,43
1554,product_1554,139
1555,product_1555,12
1556,product_1556,55
1557,product_1557,87
1558,product_1558,75
1559,product_1559,3
1560,product_1560,29
1561,product_1561,111
1562,product_1562,128
1563,product_1563,64
1564,product_1564,60
1565,product_1565,1
1566,product_1566,117
1567,product_1567,125
1568,product_1568,18
1569,product_1569,24
1570,product_1570,86
1571,product_1571,82
1572,product_1572,61
1573,product_1573,61
1574,product_1574,106
1575,product_1575,106
1576,product_1576,122
1577,product_1577,16
1578,product_1578,113
1579,product_1579,2
1580,product_1580,56
1581,product_1581,142
1582,product_1582,26
1583,product_1583,20
1584,product_1584,29
1585,product_1585,97
1586,product_1586,135
1587,product_1587,93
1588,product_1588,53
1589,product_1589,86
1590,product_1590,138
1591,product_1591,81
1592,product_1592,120
1593,product_1593,31
1594,product_1594,42
1595,product_1595,48
1596,product_1596,73
1597,product_1597,6
